name,date,price,maxp,minp,qty,opnp
WHAIR,2026-02-11,6.6,6.6,6.45,1873425,6.5
TFFIF,2026-02-11,6.75,6.8,6.7,1651231,6.75
WHAIR,2026-02-12,6.5,6.6,6.5,1554318,6.6
TFFIF,2026-02-12,6.75,6.85,6.7,5669427,6.75
WHAIR,2026-02-13,6.55,6.6,6.5,2210512,6.5
TFFIF,2026-02-13,6.75,6.85,6.75,2239187,6.8
WHAIR,2026-02-16,6.6,6.6,6.55,774015,6.55
TFFIF,2026-02-16,6.8,6.85,6.75,2212501,6.8
WHAIR,2026-02-17,6.6,6.6,6.55,459450,6.6
TFFIF,2026-02-17,6.8,6.85,6.8,2318068,6.8
TFFIF,2026-02-18,6.85,6.85,6.8,3692834,6.8
WHAIR,2026-02-18,6.55,6.6,6.55,1446113,6.6
TFFIF,2026-02-19,6.9,6.95,6.85,6084462,6.85
WHAIR,2026-02-19,6.7,6.7,6.6,1009924,6.65
WHAIR,2026-02-20,6.65,6.75,6.65,1372001,6.65
TFFIF,2026-02-20,6.95,6.95,6.9,2016235,6.95
WHAIR,2026-02-23,6.7,6.7,6.65,448916,6.65
TFFIF,2026-02-23,6.85,6.95,6.85,5031671,6.95
WHAIR,2026-02-24,6.8,6.8,6.65,1285558,6.7
TFFIF,2026-02-24,6.8,6.9,6.75,4716866,6.85
WHAIR,2026-02-25,6.8,6.85,6.75,1457814,6.8
TFFIF,2026-02-25,6.9,6.95,6.8,4752314,6.85
WHAIR,2026-02-26,6.85,6.9,6.8,1315825,6.85
TFFIF,2026-02-26,6.95,6.95,6.85,3043379,6.9
TFFIF,2026-02-27,6.8,6.85,6.8,1915399,6.8
WHAIR,2026-02-27,7.0,7.0,6.9,1416428,6.9
WHAIR,2026-03-02,6.9,7.0,6.8,2244438,6.95
TFFIF,2026-03-02,6.65,6.75,6.65,4559506,6.75
WHAIR,2026-03-04,6.65,6.75,6.4,3503412,6.75
TFFIF,2026-03-04,6.45,6.55,6.4,13699630,6.5
WHAIR,2026-03-05,6.6,6.6,6.5,1744974,6.5
TFFIF,2026-03-05,6.5,6.55,6.5,5345800,6.5
WHAIR,2026-03-06,6.7,6.7,6.55,902533,6.6
TFFIF,2026-03-06,6.5,6.55,6.45,3573379,6.45
WHAIR,2026-03-09,6.7,6.7,6.5,1208726,6.55
TFFIF,2026-03-09,6.55,6.55,6.45,3140004,6.45
WHAIR,2026-03-10,6.75,6.75,6.6,1481712,6.7
TFFIF,2026-03-10,6.5,6.6,6.5,4753132,6.55
TFFIF,2026-03-11,6.5,6.55,6.5,2590972,6.55
WHAIR,2026-03-11,6.75,6.75,6.7,633788,6.75
TFFIF,2026-03-12,6.55,6.55,6.45,3907320,6.5
WHAIR,2026-03-12,6.75,6.75,6.7,182718,6.75
WHAIR,2026-03-13,6.65,6.75,6.65,773729,6.7
TFFIF,2026-03-13,6.5,6.6,6.5,1558699,6.55
WHAIR,2026-03-16,6.75,6.75,6.65,398108,6.65
TFFIF,2026-03-16,6.5,6.6,6.5,2249595,6.5
WHAIR,2026-03-17,6.8,6.8,6.7,273017,6.75
TFFIF,2026-03-17,6.6,6.65,6.55,1496022,6.55
WHAIR,2026-03-18,6.95,7.0,6.8,2191437,6.85
TFFIF,2026-03-18,6.65,6.7,6.6,816650,6.65
WHAIR,2026-03-19,6.9,6.95,6.85,349751,6.95
TFFIF,2026-03-19,6.55,6.65,6.55,1517273,6.65
TFFIF,2026-03-20,6.5,6.6,6.5,4475809,6.55
WHAIR,2026-03-20,6.9,6.9,6.8,225000,6.9
WHAIR,2026-03-23,6.8,6.85,6.65,650631,6.8
TFFIF,2026-03-23,6.45,6.5,6.4,7059024,6.5
WHAIR,2026-03-24,6.75,6.8,6.7,769593,6.8
TFFIF,2026-03-24,6.45,6.5,6.45,1420026,6.45
WHAIR,2026-03-25,6.9,6.9,6.8,202800,6.8
